2019-05-13 13:37:28,862 INFO [main] com.mchange.v2.log.MLog.<clinit>(80) | MLog clients using log4j logging.
2019-05-13 13:48:09,236 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/page/1/
2019-05-13 13:48:09,237 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:09,237 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:09,243 INFO [http-nio-8080-exec-1] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis中获取文章列表从第0条开始获取15条******************************************

2019-05-13 13:48:09,295 INFO [http-nio-8080-exec-1] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis中获取文章列表为空,从MYSQL中获取文章,从第0条开始获取15条******************************************

2019-05-13 13:48:09,316 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10037, a_title='测试8', a_pubDate=Thu Apr 18 16:40:35 GMT+08:00 2019, a_content='测试内容', u_name='海羅', a_browseCount=42, a_commentCount=0, a_likeCount=4, l_name='JAVA', a_articleImgUrl='nul........(内容过多，只显示200个字符)
2019-05-13 13:48:09,464 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/hot/
2019-05-13 13:48:09,464 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:09,464 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:09,568 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/random/
2019-05-13 13:48:09,569 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:09,569 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:09,621 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10000, a_title='海羅博客测试', a_pubDate=Thu Apr 11 13:28:22 GMT+08:00 2019, a_content='```java
package com.Hairo;

import org.mybatis.spring.annotation.MapperScan;
import org.springframe........(内容过多，只显示200个字符)
2019-05-13 13:48:09,718 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10010, a_title='测试9', a_pubDate=null, a_content='null', u_name='null', a_browseCount=null, a_commentCount=null, a_likeCount=null, l_name='null', a_articleImgUrl='null'}, Articles{a_id=1........(内容过多，只显示200个字符)
2019-05-13 13:48:09,965 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/blogroll/
2019-05-13 13:48:09,966 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:09,966 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:09,988 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Blogroll{b_id=10000, b_name='海羅博客1', b_url='https://www.hairo.com', b_email='1871157779@qq.com'}, Blogroll{b_id=10001, b_name='海羅博客2', b_url='https://www.baidu.com', b_email='2071157779@qq.com'}]
2019-05-13 13:48:10,364 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/label/
2019-05-13 13:48:10,365 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:10,365 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:10,392 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Label{l_name='HTML', l_count=1}, Label{l_name='JAVA', l_count=32}, Label{l_name='JQUERY', l_count=2}, Label{l_name='大数据', l_count=1}, Label{l_name='数据结构', l_count=1}, Label{l_name='设计模式', l_count=1}]
2019-05-13 13:48:35,388 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/count/
2019-05-13 13:48:35,389 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:35,389 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:35,436 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : 38
2019-05-13 13:48:35,462 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/page/1/
2019-05-13 13:48:35,462 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:35,463 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:35,464 INFO [http-nio-8080-exec-10] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis中获取文章列表从第0条开始获取15条******************************************

2019-05-13 13:48:35,511 INFO [http-nio-8080-exec-10] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis中获取文章列表为空,从MYSQL中获取文章,从第0条开始获取15条******************************************

2019-05-13 13:48:35,515 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10037, a_title='测试8', a_pubDate=Thu Apr 18 16:40:35 GMT+08:00 2019, a_content='测试内容', u_name='海羅', a_browseCount=42, a_commentCount=0, a_likeCount=4, l_name='JAVA', a_articleImgUrl='nul........(内容过多，只显示200个字符)
2019-05-13 13:48:35,633 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/hot/
2019-05-13 13:48:35,635 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:35,635 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:35,685 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10000, a_title='海羅博客测试', a_pubDate=Thu Apr 11 13:28:22 GMT+08:00 2019, a_content='```java
package com.Hairo;

import org.mybatis.spring.annotation.MapperScan;
import org.springframe........(内容过多，只显示200个字符)
2019-05-13 13:48:35,742 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/random/
2019-05-13 13:48:35,742 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:35,743 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:35,791 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10010, a_title='测试9', a_pubDate=null, a_content='null', u_name='null', a_browseCount=null, a_commentCount=null, a_likeCount=null, l_name='null', a_articleImgUrl='null'}, Articles{a_id=1........(内容过多，只显示200个字符)
2019-05-13 13:48:36,169 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/blogroll/
2019-05-13 13:48:36,170 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:36,170 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:36,179 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Blogroll{b_id=10000, b_name='海羅博客1', b_url='https://www.hairo.com', b_email='1871157779@qq.com'}, Blogroll{b_id=10001, b_name='海羅博客2', b_url='https://www.baidu.com', b_email='2071157779@qq.com'}]
2019-05-13 13:48:36,528 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/label/
2019-05-13 13:48:36,529 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:48:36,529 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:48:36,532 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Label{l_name='HTML', l_count=1}, Label{l_name='JAVA', l_count=32}, Label{l_name='JQUERY', l_count=2}, Label{l_name='大数据', l_count=1}, Label{l_name='数据结构', l_count=1}, Label{l_name='设计模式', l_count=1}]
2019-05-13 13:49:02,243 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/label/JAVA/page/1/
2019-05-13 13:49:02,243 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:02,243 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:02,673 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10037, a_title='测试8', a_pubDate=Thu Apr 18 16:40:35 GMT+08:00 2019, a_content='测试内容', u_name='海羅', a_browseCount=42, a_commentCount=0, a_likeCount=4, l_name='JAVA', a_articleImgUrl='nul........(内容过多，只显示200个字符)
2019-05-13 13:49:07,102 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/label/HTML/page/1/
2019-05-13 13:49:07,102 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:07,103 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:07,386 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10032, a_title='测试31', a_pubDate=Thu Apr 18 16:38:15 GMT+08:00 2019, a_content='测试内容', u_name='海羅', a_browseCount=0, a_commentCount=0, a_likeCount=0, l_name='HTML', a_articleImgUrl='nul........(内容过多，只显示200个字符)
2019-05-13 13:49:58,612 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/10032/
2019-05-13 13:49:58,612 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:58,613 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:58,614 INFO [http-nio-8080-exec-8] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis获取文章详情数据,文章id：10032******************************************

2019-05-13 13:49:58,661 INFO [http-nio-8080-exec-8] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis获取文章ID为:10032的详情数据为空,去数据库获取缓存至Redis******************************************

2019-05-13 13:49:58,737 INFO [http-nio-8080-exec-7] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/hot/
2019-05-13 13:49:58,737 INFO [http-nio-8080-exec-7] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:58,737 INFO [http-nio-8080-exec-7] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:58,810 INFO [http-nio-8080-exec-7] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10000, a_title='海羅博客测试', a_pubDate=Thu Apr 11 13:28:22 GMT+08:00 2019, a_content='```java
package com.Hairo;

import org.mybatis.spring.annotation.MapperScan;
import org.springframe........(内容过多，只显示200个字符)
2019-05-13 13:49:58,838 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/random/
2019-05-13 13:49:58,838 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:58,840 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:58,908 INFO [http-nio-8080-exec-9] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10010, a_title='测试9', a_pubDate=null, a_content='null', u_name='null', a_browseCount=null, a_commentCount=null, a_likeCount=null, l_name='null', a_articleImgUrl='null'}, Articles{a_id=1........(内容过多，只显示200个字符)
2019-05-13 13:49:58,952 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : Articles{a_id=10032, a_title='测试31', a_pubDate=Thu Apr 18 16:38:15 GMT+08:00 2019, a_content='测试内容', u_name='海羅', a_browseCount=0, a_commentCount=0, a_likeCount=0, l_name='HTML', a_articleImgUrl='null........(内容过多，只显示200个字符)
2019-05-13 13:49:58,983 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/random/
2019-05-13 13:49:58,984 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:58,984 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:59,038 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10010, a_title='测试9', a_pubDate=null, a_content='null', u_name='null', a_browseCount=null, a_commentCount=null, a_likeCount=null, l_name='null', a_articleImgUrl='null'}, Articles{a_id=1........(内容过多，只显示200个字符)
2019-05-13 13:49:59,161 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/comment/article/10032/
2019-05-13 13:49:59,162 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:59,163 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:59,214 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : []
2019-05-13 13:49:59,280 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/blogroll/
2019-05-13 13:49:59,280 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:59,281 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:59,283 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Blogroll{b_id=10000, b_name='海羅博客1', b_url='https://www.hairo.com', b_email='1871157779@qq.com'}, Blogroll{b_id=10001, b_name='海羅博客2', b_url='https://www.baidu.com', b_email='2071157779@qq.com'}]
2019-05-13 13:49:59,634 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/label/
2019-05-13 13:49:59,634 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:49:59,635 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:49:59,637 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Label{l_name='HTML', l_count=1}, Label{l_name='JAVA', l_count=32}, Label{l_name='JQUERY', l_count=2}, Label{l_name='大数据', l_count=1}, Label{l_name='数据结构', l_count=1}, Label{l_name='设计模式', l_count=1}]
2019-05-13 13:50:00,015 INFO [pool-3-thread-1] com.Hairo.service.impl.TimedTaskServiceImpl.outLogger(122) | 

******************************************从数据库中获取第1页数据缓存至Redis******************************************

2019-05-13 13:50:00,069 INFO [pool-3-thread-1] com.Hairo.service.impl.TimedTaskServiceImpl.outLogger(122) | 

******************************************从数据库中获取第2页数据缓存至Redis******************************************

2019-05-13 13:50:00,121 INFO [pool-3-thread-1] com.Hairo.service.impl.TimedTaskServiceImpl.outLogger(122) | 

******************************************从数据库中获取第3页数据缓存至Redis******************************************

2019-05-13 13:50:00,439 INFO [pool-3-thread-1] com.Hairo.service.impl.TimedTaskServiceImpl.outLogger(122) | 

******************************************批量更新文章浏览量完成!******************************************

2019-05-13 13:50:02,128 INFO [pool-3-thread-1] com.Hairo.service.impl.TimedTaskServiceImpl.outLogger(122) | 

******************************************从Redis删除文章浏览记录完毕******************************************

2019-05-13 13:50:16,789 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/articlePraise/10032/61.140.236.248/
2019-05-13 13:50:16,789 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : PUT
2019-05-13 13:50:16,790 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:50:26,995 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : {succeed=1, message=点赞成功,感谢您的👍}
2019-05-13 13:50:44,670 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/articlePraise/10032/61.140.236.248/
2019-05-13 13:50:44,671 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : PUT
2019-05-13 13:50:44,671 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:50:44,717 INFO [http-nio-8080-exec-6] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : {succeed=0, message=您已经对该文章点过赞啦 😄😊}
2019-05-13 13:53:37,508 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/comment/messageBoardMapper/
2019-05-13 13:53:37,508 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:53:37,509 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:53:37,518 INFO [http-nio-8080-exec-8] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [CommentInfo{m_id=2, m_userName='海羅测试', m_email='', m_url='https://www.baidu.com/s?wd=%E4%B8%AA%E4%BA%BA%E5%8D%9A%E5%AE%A2&pn=0&oq=%E4%B8%AA%E4%BA%BA%E5%8D%9A%E5%AE%A2&tn=02003390_18_hao_', m_content=........(内容过多，只显示200个字符)
2019-05-13 13:53:43,327 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/count/
2019-05-13 13:53:43,327 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:53:43,327 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:53:43,375 INFO [http-nio-8080-exec-10] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : 38
2019-05-13 13:53:43,389 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/page/1/
2019-05-13 13:53:43,390 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:53:43,390 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:53:43,391 INFO [http-nio-8080-exec-2] com.Hairo.service.impl.ArticlesServiceImpl.outLogger(310) | 

******************************************从Redis中获取文章列表从第0条开始获取15条******************************************

2019-05-13 13:53:43,437 INFO [http-nio-8080-exec-2] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10037, a_title='测试8', a_pubDate=Thu Apr 18 16:40:35 GMT+08:00 2019, a_content='测试内容', u_name='海羅', a_browseCount=42, a_commentCount=0, a_likeCount=4, l_name='JAVA', a_articleImgUrl='nul........(内容过多，只显示200个字符)
2019-05-13 13:53:43,503 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/hot/
2019-05-13 13:53:43,503 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:53:43,504 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:53:43,594 INFO [http-nio-8080-exec-1] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10000, a_title='海羅博客测试', a_pubDate=Thu Apr 11 13:28:22 GMT+08:00 2019, a_content='```java
package com.Hairo;

import org.mybatis.spring.annotation.MapperScan;
import org.springframe........(内容过多，只显示200个字符)
2019-05-13 13:53:43,619 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/article/random/
2019-05-13 13:53:43,620 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:53:43,621 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:53:43,669 INFO [http-nio-8080-exec-3] com.Hairo.util.aop.LogAspect.doAfterReturning(57) | 返回内容 : [Articles{a_id=10010, a_title='测试9', a_pubDate=null, a_content='null', u_name='null', a_browseCount=null, a_commentCount=null, a_likeCount=null, l_name='null', a_articleImgUrl='null'}, Articles{a_id=1........(内容过多，只显示200个字符)
2019-05-13 13:53:44,016 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/blogroll/
2019-05-13 13:53:44,017 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
2019-05-13 13:53:44,017 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doBefore(37) | IP : 192.168.0.104
2019-05-13 13:53:44,020 INFO [http-nio-8080-exec-4] com.Hairo.util.aop.LogAspect.doAfterReturning(59) | 返回内容 : [Blogroll{b_id=10000, b_name='海羅博客1', b_url='https://www.hairo.com', b_email='1871157779@qq.com'}, Blogroll{b_id=10001, b_name='海羅博客2', b_url='https://www.baidu.com', b_email='2071157779@qq.com'}]
2019-05-13 13:53:44,405 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(35) | 请求URL : http://192.168.0.104:8080/api/label/
2019-05-13 13:53:44,405 INFO [http-nio-8080-exec-5] com.Hairo.util.aop.LogAspect.doBefore(36) | 请求类型 : GET
